route_name,route_link,busname,bustype,duparting_time,duration,reaching_time,star_rating,Price,Seats Available,ID
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,SVR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),15:00,07h 00m,22:00,2.7,INR 900,31 Seats available,401
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 50m,04:20,2.5,INR 1499,8 Seats available,402
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,SVR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:00,06h 50m,23:50,2.5,INR 1100,18 Seats available,403
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Vasireddy Travels,2+1 Air Suspension A/C Seater / Sleeper,23:15,06h 15m,05:30,2.3,INR 399,31 Seats available,404
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:50,05h 30m,03:20,2.3,INR 1699,31 Seats available,405
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,J GAGANA TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,05h 30m,03:45,2.3,684,31 Seats available,406
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,SRI VEERANJANEYA TOURS AND TRAVELS,A/C Sleeper (2+1),22:55,05h 35m,04:30,2.3,INR 6000,31 Seats available,407
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,VR Travels,Non A/C Seater / Sleeper (2+1),22:15,06h 10m,04:25,2.3,INR 4000,31 Seats available,408
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Meghana Travels,Non A/C Seater / Sleeper (2+1),21:50,06h 35m,04:25,2.3,759,38 Seats available,409
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Meghana Travels,A/C Seater / Sleeper (2+1),22:40,06h 05m,04:45,1.9,808,26 Seats available,410
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Meghana Travels,A/C Seater / Sleeper (2+1),22:10,05h 30m,03:40,2.0,4750,31 Seats available,411
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Mahi Trans Solutions,A/C Sleeper (2+1),22:45,05h 38m,04:23,1.9,1079,31 Seats available,412
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,KKaveri Travels,A/C Sleeper (2+1),21:45,06h 15m,04:00,1.6,INR 1200,39 Seats available,413
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,MY YATRA BUS,A/C Sleeper (2+1),20:45,06h 15m,03:00,1.4,INR 3000,37 Seats available,414
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,MY YATRA BUS,A/C Sleeper (2+1),20:55,07h 50m,04:45,1.4,INR 3000,31 Seats available,415
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:40,06h 05m,04:45,1.4,INR 1149,27 Seats available,416
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),21:45,06h 20m,04:05,1.4,INR 1099,31 Seats available,417
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:40,06h 05m,04:45,1.0,INR 1149,30 Seats available,418
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),20:10,06h 20m,02:30,3.0,INR 1400,31 Seats available,419
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Krishna Travels,NON A/C Sleeper (2+1),21:30,06h 30m,04:00,3.9,INR 3500,29 Seats available,420
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),20:00,05h 45m,01:45,4.2,INR 1349,30 Seats available,421
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,06h 10m,02:45,3.7,1520,30 Seats available,422
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,SSK Travels,A/C Sleeper (2+1),22:50,05h 25m,04:15,4.5,INR 2999,33 Seats available,423
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,06h 10m,02:45,4.7,1520,20 Seats available,424
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sai Durga Travels,A/C Seater / Sleeper (2+1),22:35,06h 25m,05:00,4.5,INR 5000,32 Seats available,425
Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:50,07h 25m,04:15,3.6,INR 3999,22 Seats available,426
